,Title,Rating
1992,Like Mike,5.4
1993,Maid in Manhattan,5.4
1994,The Man Without a Past,7.6
1995,The Master of Disguise,3.3
1996,Mr Deeds,5.8
1997,My Big Fat Greek Wedding,5.2
1998,National Lampoon's Van Wilder,6.4
1999,The New Guy,5.8
2000,Once Upon a Time in the Midlands,6.1
2001,Orange County,6.2
2002,Panchathanthiram,
2003,Ping Pong,8.6
2004,Pumpkin,6.1
2005,Punch-Drunk Love,7.3
2006,Real Women Have Curves,6.9
2007,Roger Dodger,6.9
2008,The Rules of Attraction,6.6
2009,The Santa Clause 2,5.7
2010,Secretary,6.9
2011,Serving Sara,5.3
2012,Sex Is Comedy,5.6
2013,Showtime,5.5
2014,Slackers,5.3
2015,Slap Her She's French,5.0
2016,Sorority Boys,5.4
2017,Spy Kids 2: The Island of Lost Dreams,5.3
2018,Spun,6.7
2019,Stealing Harvard,5.1
2020,Sweet Home Alabama,6.2
2021,The Sweetest Thing,5.2
2022,Two Weeks Notice,6.1
2024,Wilbur Wants to Kill Himself,6.8
2025,Alex & Emma,5.5
2026,American Splendor,7.4
2027,American Wedding,6.3
2028,Anger Management,6.2
2029,Anything Else,6.3
2031,Bad Santa,7.1
2032,The Barbarian Invasions,7.5
2033,Beethoven's 5th,4.0
2034,Big Fish,8.0
2035,Bright Young Things,6.5
2036,Bringing Down the House,5.6
2037,Bruce Almighty,6.8
2039,Calendar Girls,6.9
2041,Cheaper by the Dozen shawn levy,5.9
2042,Coffee and Cigarettes,7.0
2043,Daddy Day Care,5.6
2044,Death of a Dynasty,3.6
2045,Deliver Us from Eva,6.0
2046,Dickie Roberts: Former Child Star,5.5
2047,Down with Love,6.3
2048,Dumb and Dumberer: When Harry Met Lloyd,3.4
2049,Duplex,5.9
2050,Fear and Trembling,7.0
2051,Freaky Friday,6.3
2052,From Justin to Kelly,1.9
2053,George of the Jungle 2,3.3
2054,Gigli,2.6
2055,Good Boy,6.0
2056,The Green Butchers,7.2
2057,A Guy Thing,5.6
2058,The Haunted Mansion,5.2
2059,Head of State,5.5
2061,How to Lose a Guy in 10 Days,6.5
2062,Intermission,6.8
2063,Intolerable Cruelty,6.3
2064,Just Married,5.5
2065,Kitchen Stories,7.3
2066,Kopps,6.7
2067,"Legally Blonde 2: Red, White & Blonde",4.8
2068,The Lizzie Mc Guire Movie,5.5
2069,Looney Tunes: Back in Action,5.8
2070,Lost in Translation,7.7
2071,Love Actually,7.6
2072,Love Me If You Dare,7.5
2073,Malibu's Most Wanted,5.2
2074,Marci X,3.0
2075,Matchstick Men,7.3
2077,A Mighty Wind,7.2
2078,National Lampoon Presents Dorm Daze,4.6
2079,Noi the Albino,7.3
2080,Not on the Lips,6.4
2081,Nothing,8.0
2082,Old School,7.0
2083,Pauly Shore Is Dead,4.4
2084,Scary Movie 3,5.5
2085,School of Rock,7.2
2086,Schultze Gets the Blues,7.0
2087,Slim Susie,6.9
2088,Something's Gotta Give,6.7
2089,The Station Agent,7.6
2090,Stuck on You,5.8
2091,View from the Top,5.3
2092,What a Girl Wants,5.8
2093,13 Going on 30,6.3
2094,50 First Dates,6.8
2095,Adam & Paul,7.1
2096,After the Sunset,6.2
2097,Along Came Polly,6.0
2098,Anchorman: The Legend of Ron Burgundy,7.1
2099,Barbershop 2: Back in Business,5.7
2100,The Big Bounce,4.9
2101,Bridget Jones: The Edge of Reason,6.0
2102,The Calamari Wrestler,6.0
2103,Choking Hazard,4.8
2104,Christmas in Love,6.5
2105,Christmas with the Kranks,5.4
2106,Citizen Dog,7.3
2107,Connie and Carla,6.2
2108,The Cookout,3.8
2109,Crimen Ferpecto,7.1
2110,Cutie Honey,6.2
2111,DEBS,5.4
2112,A Dirty Shame,5.1
2113,Dodge Ball: A True Underdog Story,6.7
2114,Envy,4.8
2115,Eulogy,6.4
2116,Fat Albert,4.4
2117,First Daughter,5.1
2118,Garden State,7.4
2119,Garfield: The Movie,
2120,The Girl Next Door luke greenfield,6.7
2121,Harold & Kumar Go to White Castle,7.0
2122,I Heart Huckabees,6.5
2123,Imaginary Heroes,7.1
2124,In Good Company,6.5
2125,Incident at Loch Ness,6.5
2126,Inconscientes,7.2
2127,Inside I'm Dancing,7.7
2128,It's All Gone Pete Tong,7.2
2129,Jersey Girl,6.2
2130,Johnson Family Vacation,4.5
2131,Kamikaze Girls,7.2
2132,Kings and Queen,7.0
2133,Knots,6.9
2135,The Ladykillers,6.2
2136,Lemony Snicket's A Series of Unfortunate Events,
2137,Life Is a Miracle,
2138,Look at Me,6.2
2139,Mean Girls,
2140,Melinda and Melinda,6.4
2141,Meet the Fockers,6.3
2142,Millions,6.8
2143,Mr 3000,5.6
2144,Napoleon Dynamite,7.0
2145,New York Minute,4.9
2146,Nora's Hair Salon,4.4
2147,Ocean's Twelve,6.5
2148,Palindromes,6.7
2149,RRRrrrr,5.8
2150,Scooby-Doo 2: Monsters Unleashed,5.2
2151,Sex Lives of the Potato Men,4.6
2152,Shall We Dance?,6.2
2153,She Hate Me,5.3
2154,Sideways,7.5
2155,Sleepover,5.3
2156,Soul Plane,4.5
2157,Spanglish,6.4
2158,Starsky & Hutch,7.0
2159,The Stepford Wives,5.3
2160,Straight-Jacket,6.5
2161,Superbabies: Baby Geniuses 2,1.5
2162,Surviving Christmas,5.4
2163,Swing Girls,7.5
2164,The Taste of Tea,8.0
2166,The Terminal,7.9
2167,The Wedding,6.9
2168,White Chicks,5.8
2169,The Whole Ten Yards,5.5
2170,Win a Date with Tad Hamilton,5.6
2172,The 40-Year-Old Virgin,7.1
2173,Adam & Steve,5.8
2174,Adam's Apples,7.7
2175,American Pie Presents: Band Camp,
2176,Are We There Yet?,4.8
2177,The Aristocrats,6.4
2178,The Art of Seduction,5.8
2179,Bad News Bears,7.3
2180,The Baxter,6.5
2181,Beauty Shop,5.6
2182,Bewitched,7.6
2183,The Big White,6.3
2184,Breakfast on Pluto,7.2
2185,Cheaper by the Dozen 2,5.5
2186,The Chumscrubber,6.9
2187,A Cock and Bull Story,6.7
2188,Colour Me Kubrick,6.1
2189,The Comedians of Comedy,7.2
2190,Le Couperet,7.3
2191,Dark Horse,5.9
2192,Dave Chappelle's Block Party,7.2
2193,Deuce Bigalow: European Gigolo,4.7
2194,Diary of a Mad Black Woman,5.7
2195,Dirty Deeds,5.7
2196,Everything Is Illuminated,7.4
2197,Fever Pitch,6.2
2198,Fun with Dick and Jane,6.2
2199,The Girl from Monday,5.3
2200,Guess Who,5.9
2201,Herbie: Fully Loaded,4.9
2202,Hitch,6.6
2203,The Hitchhiker's Guide to the Galaxy,6.7
2204,The Honeymooners,8.6
2205,How Much Do You Love Me?,6.4
2206,I Am a Sex Addict,6.0
2207,The Ice Harvest,6.2
2208,In Her Shoes,6.5
2209,In the Mix,2.9
2210,Junebug,6.9
2211,Just Friends,6.2
2212,Just like Heaven,6.7
2213,Kicking & Screaming,5.6
2214,King and the Clown,7.3
2215,King's Ransom,4.4
2216,Kinky Boots,7.1
2217,Kiss Kiss Bang Bang,7.5
2218,The League of Gentlemen's Apocalypse,6.1
2219,Linda Linda Linda,7.5
2220,The Longest Yard,6.4
2221,Madagascar,6.9
2222,The Man,8.7
2223,Man of the House,5.4
2224,The Matador,6.7
2225,Me and You and Everyone We Know,7.2
2226,Monster-in-Law,5.5
2227,Mr & Mrs Smith,6.5
2228,Miss Congeniality 2: Armed and Fabulous,5.1
2229,Must Love Dogs,5.9
2230,Mutual Appreciation,6.6
2231,Nanny Mc Phee,6.6
2232,Never Been Thawed,5.6
2233,The Pacifier,5.6
2234,The Perfect Man,5.4
2235,The President's Last Bang,6.9
2236,Pretty Persuasion,6.4
2237,The Producers,6.3
2238,Rebound,6.3
2239,The Ringer,5.8
2240,Rumor Has It,5.5
2241,Russian Dolls,7.0
2242,Shopgirl,6.3
2243,Shut Up and Shoot Me,6.1
2244,Sky High,6.3
2245,Son of the Mask,2.3
2246,Southern Belles,5.5
2247,Summer in Berlin,6.9
2248,Takeshis',6.3
2249,Thank You for Smoking,7.5
2250,The Thing About My Folks,6.4
2251,Transamerica,7.4
2252,Underclassman,4.4
2253,Waiting,6.7
2254,The Weather Man,6.6
2255,Wedding Crashers,7.0
2256,The Wedding Date,6.1
2257,"Yours, Mine and Ours",5.5
2258,10 Items or Less,6.5
2259,12:08 East of Bucharest,7.3
2260,Accepted,6.4
2261,American Dreamz,5.5
2262,Art School Confidential,6.3
2263,Avenue Montaigne,6.7
2264,Bandidas,5.7
2265,Beerfest,6.2
2266,The Boss of It All,
2267,The Benchwarmers,5.5
2268,Big Momma's House 2,4.8
2269,Borat,7.4
2270,The Bothersome Man,7.2
2271,The Break-Up,5.8
2272,Les Bronzes 3: Amis pour la vie,4.0
2273,Caffeine,5.4
2274,Cashback,7.1
2275,Clerks II,7.3
2276,Click,6.4
2277,Church Ball,4.2
2278,The Darwin Awards,5.9
2279,Dasepo Naughty Girls,5.9
2280,Date Movie,2.8
2281,The Devil Wears Prada,6.9
2282,Dikkenek,6.8
2283,Employee of the Month,5.5
2284,The Family Friend,7.3
2285,Find Me Guilty,7.0
2286,The Foot Fist Way,6.2
2287,For Your Consideration,6.3
2288,Garfield: A Tail of Two Kitties,6.9
2289,Grandma's Boy,6.9
2290,The History Boys,6.8
2291,The Holiday,6.9
2292,Idiocracy,6.5
2293,Jackass Number Two,7.0
2294,John Tucker Must Die,5.7
2295,Just My Luck,5.4
2296,Kettle of Fish,5.2
2297,Larry the Cable Guy: Health Inspector,3.4
2298,Let's Go to Prison,5.9
2299,Lies & Alibis,6.3
2300,Lights in the Dusk,6.8
2301,Little Man,4.5
2302,Love and Other Disasters,6.1
2303,Madea's Family Reunion,5.3
2304,Man of the Year,6.2
2305,My Super Ex-Girlfriend,5.2
2306,Nacho Libre,5.9
2307,The Night of the White Pants,5.7
2308,No Mercy for the Rude,7.2
2309,"OSS 117: Cairo, Nest of Spies",7.0
2310,A Prairie Home Companion,6.7
2311,Priceless,7.0
2312,"Puff, Puff, Pass",5.4
2313,RV,5.6
2314,Scary Movie 4,5.1
2315,The Science of Sleep,6.3
2316,Scoop,7.6
2317,Seven Days of Grace,3.4
2318,The Shaggy Dog,4.4
2319,She's the Man,6.4
2320,Shortbus,6.4
2321,Stick It,6.4
2322,Stranger than Fiction,7.5
2323,Talladega Nights: The Ballad of Ricky Bobby,6.6
2324,Tenacious D in The Pick of Destiny,6.8
2325,Venus roger michell,
2326,Wristcutters: A Love Story,7.2
2327,"You, Me and Dupree",5.6
2328,Alvin and the Chipmunks,5.2
2329,American Pie Presents: The Naked Mile,5.3
2330,Aqua Teen Hunger Force Colon Movie Film for Theaters,6.7
2331,Are We Done Yet?,4.3
2332,Balls of Fury,5.3
2333,Bee Movie,6.1
2334,Blades of Glory,6.3
2335,Chennai 600028,7.9
2336,Catch and Release,
2337,Chaos Theory,6.6
2338,Code Name: The Cleaner,4.6
2339,The Comebacks,4.3
2340,Dan in Real Life,6.8
2341,Delta Farce,3.6
2342,Epic Movie,2.4
2343,Hairspray,7.0
2344,The Heartbreak Kid,5.8
2345,I Now Pronounce You Chuck and Larry,5.9
2346,Italian Spiderman,7.8
2347,Juno,7.5
2348,Kickin' It Old Skool,4.6
2349,Knocked Up,6.9
2350,License to Wed,5.2
2351,Life Kills Me,6.5
2352,Meet Bill,6.2
2353,Mr Woodcock,5.2
2354,No Reservations,6.3
2355,Ocean's Thirteen,6.9
2356,Ratatouille,8.1
2357,Reno 911: Miami,5.9
2358,Superbad,7.6
2359,Superhero Movie,4.6
2360,Surf's Up,6.7
2361,The Ten,7.6
2362,Viva,5.9
2363,Waitress,7.5
2364,The Call of the Wild,6.7
2365,The Christmas Chronicles 2,6.0
2366,Operation Christmas Drop,5.8
2367,The Silver Skates,7.1
2368,Chernobyl: Abyss,5.2
2369,Day of Destiny,5.0
2370,Edge of the World,5.3
2371,Endangered Species,4.6
2372,The Mighty Victoria,5.4
2373,Schemes in Antiques,6.0
2374,A Writer's Odyssey,6.2
2375,Freelance,5.6
2376,Indiana Jones and the Dial of Destiny,6.6
2377,The Three Musketeers: D'Artagnan,6.7
2379,600 kilos d'or pur,
2380,The 7 Adventures of Sinbad,2.5
2381,The Adventures of Fiyah Dog,2.8
2382,Agadez: the Music and the Rebellion,8.8
2383,Alice In Wonderland,6.4
2384,Bruc,6.8
2385,The Extraordinary Adventures of Adele Blanc-Sec,6.3
2386,The Karate Kid,7.3
2387,The Lost Future,4.9
2388,Nanga Parbat,6.5
2389,Robin Hood ridley scott,7.3
2391,Spear of Destiny,6.6
2392,"Tomorrow, When the War Began",6.1
2394,The Way Back,7.3
2395,The Adventures of Tintin: The Secret of the Unicorn,6.8
2396,Age of the Dragons,3.4
2397,Aguila Roja: la pelicula,4.9
2398,"Les Aventures de Philibert, capitaine puceau",5.0
2399,Black Gold,6.6
2400,El Capitan Trueno y el Santo Grial,3.1
2402,Deep Gold,3.2
2403,Dolphin Tale,6.8
2404,Dragon Crusaders,2.7
2405,The Eagle,6.2
2406,The Grey,6.7
2407,Harry Potter and the Deathly Hallows: Part II,8.1
2408,The Hunter daniel nettheim,
2409,Ironclad,6.1
2410,Jungle Child,7.1
2411,The Lost Medallion: The Adventures of Billy Stone,4.8
2412,Machine Gun Preacher,6.7
2413,The Malay Chronicles: Bloodlines,3.8
2414,Mercenaries paris leonti,
2415,The Mirror Boy,4.8
2416,Myn Bala,6.5
2417,Oka,8.1
2418,Pirates of the Caribbean: On Stranger Tides,6.6
2419,Puss in Boots,7.8
2420,Rango,7.2
2421,Rio,6.9
2422,Sanctum,5.9
2423,Saving Private Perez,5.9
2424,Sinbad and The Minotaur,3.2
2425,Smugglers' Songs,6.1
2427,The Three Musketeers paul w s anderson,
2428,Vicky and the Treasure of the Gods,5.5
2429,2012: Kurse a di Xtabai,4.2
2430,Big Miracle,6.5
2431,"Brave brenda chapman,mark andrews",
2432,Clash of the Empires,2.2
2433,The Day of the Siege: September Eleven 1683,4.3
2434,The Deep,6.2
2435,The Dinosaur Project,4.6
2436,An Enemy To Die For,5.9
2437,Fetih 1453,6.5
2438,God Loves Caviar,5.9
2440,The Hunt for the AmberRoom,8.3
2441,Ice Age: Continental Drift,6.5
2442,Inseln vor dem Wind,5.1
2443,Kon-Tiki,7.1
2444,Life of Pi,7.9
2445,Measuring the World,5.7
2446,The Pirates In an Adventure with Scientists,6.7
2447,Red Tails,5.9
2448,Rise of the Guardians,7.2
2449,Snow White and the Huntsman,6.1
2450,The Sound of Crickets at Night,6.0
2451,Zambezia,5.7
2452,After Earth,4.8
2453,The ARK Report,7.1
2454,The Adventurer: The Curse of the Midas Box,5.4
2455,All Is Lost,6.9
2456,Angelique,6.7
2457,Captain Phillips,7.8
2458,Collision,7.5
2459,The Croods,7.2
2460,Hammer of the Gods,4.5
2461,Hansel & Gretel: Witch Hunters,6.1
2462,Heatstroke,4.8
2463,Jonah,4.7
2464,Open Desert,4.8
2465,Oz the Great and Powerful,6.3
2466,The Physician,7.2
2467,Return to Nim's Island,4.9
2468,Richard the Lionheart,2.3
2469,The Three Musketeers sergey zhigunov,6.7
2470,Tracks,7.1
2471,Turning Tide,6.4
2472,Vikingdom,3.3
2473,Walking with Dinosaurs,8.5
2474,Welcome to the Jungle,6.9
2475,The Admiral: Roaring Currents,7.1
2476,Big Game,5.4
2477,Black Sea,6.4
2479,Cub,5.9
2480,Exodus: Gods and Kings,6.0
2481,Farm House II,
2482,Hector and the Search for Happiness,6.9
2483,Ironclad: Battle for Blood,4.3
2484,Jeff Dunham: All Over the Map,7.1
2485,Jilel: The Calling of the Shell,7.2
2486,Kenau,6.5
2487,Kuiba 3,7.4
2488,Lomasankarit,5.1
2489,The Lost 15 Boys: The Big Adventure on Pirates' Island,
2491,Noah,5.8
2492,Northmen: A Viking Saga,5.4
2493,Outcast,7.3
2494,Pompeii,5.5
2495,The Pirates,8.1
2496,The Pyramid,4.6
